sampleID	patientID	experiment	Time	group	pcoa03_axis1	pcoa03_axis2	pcoa03_axis3	nmds03_axis1	nmds03_axis2	nmds03_axis3	simpsoneven_03	simpson_03	simpson_lci_03	simpson_hci_03	invsimpson_03	invsimpson_lci_03	invsimpson_hci_03	shannon_03	shannon_lci_03	shannon_hci_03	npshannon_03	sobs_03	chao_03	chao_lci_03	chao_hci_03	nseqs	Otu0001	Otu0002	Otu0003	Otu0004	Otu0005	Otu0006	Otu0007	Otu0008	Otu0009	Otu0010	Otu0011	Otu0012	Otu0013	Otu0014	Otu0015	Otu0016	Otu0017	Otu0018	Otu0019	Otu0020	Otu0021	Otu0022	Otu0023	Otu0024	Otu0025	Otu0026	Otu0027	Otu0028	Otu0029	Otu0030	Otu0031	Otu0032	Otu0033	Otu0034	Otu0035	Otu0036	Otu0037	Otu0038	Otu0039	Otu0040	Otu0041	Otu0042	Otu0043	Otu0044	Otu0045	Otu0046	Otu0047	Otu0048	Otu0049	Otu0050	Otu0051	Otu0052	Otu0053	Otu0054	Otu0055	Otu0056	Otu0057	Otu0058	Otu0059	Otu0060	Otu0061	Otu0062	Otu0063	Otu0064	Otu0065	Otu0066	Otu0067	Otu0068	Otu0069	Otu0070	Otu0071	Otu0072	Otu0073	Otu0074	Otu0075	Otu0076	Otu0077	Otu0078	Otu0079	Otu0080	Otu0081	Otu0082	Otu0083	Otu0084	Otu0085	Otu0086	Otu0087	Otu0088	Otu0089	Otu0090	Otu0091	Otu0092	Otu0093	Otu0094	Otu0095	Otu0096	Otu0097	Otu0098	Otu0099	Otu0100	Otu0101	Otu0102	Otu0103	Otu0104	Otu0105	Otu0106	Otu0107	Otu0108	Otu0109	Otu0110	Otu0111	Otu0112	Otu0113	Otu0114	Otu0115	Otu0116	Otu0117	Otu0118	Otu0119	Otu0120	Otu0121	Otu0122	Otu0123	Otu0124	Otu0125	Otu0126	Otu0127	Otu0128	Otu0129	Otu0130	Otu0131	Otu0132	Otu0133	Otu0134	Otu0135	Otu0136	Otu0137	Otu0138	Otu0139	Otu0140	Otu0141	Otu0142	Otu0143	Otu0144	Otu0145	Otu0146	Otu0147	Otu0148	Otu0149	Otu0150	Otu0151	Otu0152	Otu0153	Otu0154	Otu0155	Otu0156	Otu0157	Otu0158	Otu0159	Otu0160	Otu0161	Otu0162	Otu0163	Otu0164	Otu0165	Otu0166	Otu0167	Otu0168	Otu0169	Otu0170	Otu0171	Otu0172	Otu0173	Otu0174	Otu0175	Otu0176	Otu0177	Otu0178	Otu0179	Otu0180	Otu0181	Otu0182	Otu0183	Otu0184	Otu0185	Otu0186	Otu0187	Otu0188	Otu0189	Otu0190	Bifidobacteriaceae	Coriobacteriaceae	Actinobacteria_unclassified	Corynebacteriaceae	Microbacteriaceae	Actinobacteria_unclassified.1	Actinomycetaceae	Brevibacteriaceae	Cellulomonadaceae	Pseudonocardiaceae	Micrococcales_unclassified	Streptomycetaceae	Corynebacteriales_unclassified	Micrococcaceae	Nocardiaceae	Micromonosporaceae	Bacteria_unclassified	Bacteroidaceae	Bacteroidales_S24.7_group	Bacteroidales_unclassified	Rikenellaceae	Porphyromonadaceae	Bacteroidetes_unclassified	Prevotellaceae	Flavobacteriaceae	Cytophagaceae	Sphingobacteriaceae	Chloroplast_fa	Obscuribacterales_fa	Methanobacteriaceae	Lactobacillaceae	Lachnospiraceae	Erysipelotrichaceae	Peptostreptococcaceae	Ruminococcaceae	Family_XIII	Enterococcaceae	Paenibacillaceae	Clostridiales_unclassified	Staphylococcaceae	Firmicutes_unclassified	Bacillaceae	Listeriaceae	Lactobacillales_unclassified	Streptococcaceae	Clostridia_unclassified	Bacilli_unclassified	Family_XI	Clostridiaceae_1	Bacillales_unclassified	Christensenellaceae	Veillonellaceae	Leuconostocaceae	Acidaminococcaceae	Thermoactinomycetaceae	Planococcaceae	Eubacteriaceae	Aerococcaceae	Carnobacteriaceae	Peptococcaceae	Fusobacteriaceae	Enterobacteriaceae	Pseudomonadaceae	Mitochondria	Oxalobacteraceae	Comamonadaceae	Xanthomonadaceae	Gammaproteobacteria_unclassified	Desulfovibrionaceae	Campylobacteraceae	Moraxellaceae	Hyphomicrobiaceae	Campylobacterales_unclassified	Brucellaceae	Phyllobacteriaceae	Rhizobiaceae	Halomonadaceae	Bradyrhizobiaceae	Rhizobiales_unclassified	Rhodobacteraceae	Betaproteobacteria_unclassified	Alcaligenaceae	Burkholderiaceae	Burkholderiales_unclassified	Alphaproteobacteria_unclassified	Caulobacteraceae	Methylobacteriaceae	Nevskiaceae	Unknown_Family	Synergistaceae	Mollicutes_unclassified	Mollicutes_RF9_fa	Mycoplasmataceae	unknown_unclassified	Verrucomicrobiaceae	Verrucomicrobiales_unclassified	Verrucomicrobia_unclassified
17781p04	17781	chen_model	4	xg_cdiff	0.351219	0.207466	-0.254616	0.168699	0.345535	0.510654	0.061585	0.104088	0.101139	0.107037	9.607249	9.342545	9.887389	3.109164	3.085569	3.132758	3.121114	156	229.928571	190.093863	316.305496	17972	0.013022734	0.003367948	0.051922537	0.257535784	0.034633736	0	0.002750491	0.00976705	0.028290766	0.058546169	0	0	0	0.006623632	0.022060062	0	0.001683974	0	0	0.000336795	0	0.00499579	0	0	0.159640752	0.034577603	0.006342969	0	0.00067359	0	0.006960427	0	0.006567499	0.022902049	0.022845916	0	0	0	0	0	0	0	0.004153803	5.61E-05	0	0.001066517	0	0.020769015	0.020712882	0.00566938	0	0.026943587	0	0	0	0.015941622	0	0	0	0	0.001291047	0	0	0.005725512	0.001908504	0.001908504	0.000505192	0.003536346	0.009598653	0	0	0.000280662	0.001291047	0	0	0.003760876	0	0	0.00022453	0.005781645	0	0.00044906	0.001403312	5.61E-05	0	0.001010385	0	0	0.001291047	0	0	0.000112265	0	0	0.002301431	0.001852372	0.003311816	0	0	0.00022453	0	0	0	0.001066517	0.000505192	0.005500982	0.009430255	0	0.011675554	0.001515577	0	0	0.002694359	0.001403312	0.000561325	0.002862756	0.000168397	0	0.001908504	0	0.000336795	0.005950042	0	0.000841987	0.005108055	0.000785855	0.000561325	0	0.001683974	0.000841987	0.00022453	0	0.011619422	0	0.000280662	0.012180747	0	0	0	0.003592478	0	0	0	0.001291047	0	0.000785855	0.001347179	0.00089812	0	0.000785855	0	0	5.61E-05	0	0.001122649	0.000561325	0	0	0	0	0.00022453	0	0	0.000112265	0	0	0	0	0.007858546	0	0	0	0	0	0	0	0	0.000954252	0	0	0.001066517	0	0	0	0	0.000280662	0.000168397	0	0	0	0.67326953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.622301358	5.196973069	14.6783886	0.411751614	0.717783218	0.005564211	0.011128422	0	0	0	0	0	0	0	1.313153795	40.3349655	0.439572669	0	5.597596261	0.061206321	0	0	0.684397952	0	0.033385266	0	0	0	0.005564211	0	0	0.011128422	0	0	0	0.005564211	0	0	0	0	0	0	0	0	0	0.33385266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.393501	1.224126419	0.244825284
17781p07	17781	chen_model	7	xg_cdiff	0.441162	0.211982	-0.215756	-0.00791	0.282557	0.508166	0.031743	0.108257	0.106211	0.110303	9.237277	9.065928	9.415228	3.018686	3.000991	3.036381	3.036008	291	454.578947	390.026231	561.211959	34968	0.00185728	0.00075452	0.098145622	0.265126672	0.097768362	2.90E-05	5.80E-05	0.029107055	0.068109928	0.11129168	2.90E-05	0	0	0.003946719	0.024231696	0	0.00081256	0	2.90E-05	0.00052236	0	0.017411997	0	0	0.016280217	0.017470037	0.0021765	0	0.00240866	0	0.019327317	0	0.019037117	0.004904379	0.026117995	0	2.90E-05	0	0	2.90E-05	0	0	0.012101338	0.010040918	0	0.010389158	0	0.006036159	0.018195537	0.00098668	0	0.007371079	0	0	0	0.009605618	0	0	0	0	0.00098668	0	2.90E-05	0.00249572	0.00113178	0.00069648	0.00026118	0.00153806	0.004701239	0	0	0.0008706	0.0002902	2.90E-05	0	0.0026118	0.00107374	0	0.00078354	0.00197336	0	0.002989059	0.00165414	0.00011608	0	0.00156708	0	0	0.0004353	0	0	0.00037726	0	0	0.00118982	0.00040628	0.00118982	0	0	0	0	0	0	0.00055138	0.0001451	0.002843959	0.004004759	0	0.00177022	0.00081256	0	0	0.003975739	0.00127688	0.00060942	0.005600859	0.010447198	0	0.00031922	0.00037726	0.004236919	0.002931019	0	0.0008706	0.00081256	0.0001451	0.00078354	0	0.003685539	0.0004353	0.00104472	0	0.003540439	8.71E-05	0.00133492	0.004352999	5.80E-05	8.71E-05	0	0.00081256	0	0	0	0.00023216	0	0.0004353	0.00124786	0.00197336	0	0.00049334	0	0	2.90E-05	0	0.00200238	0.00060942	0	0	0	0	0.00031922	0	0	0.0001451	0	0	0	0	0.00118982	0	0	0	0	0	0	0	0	0.00034824	0.00011608	0	0.0004353	0	0	0.00026118	0	0.00046432	5.80E-05	0	0.00055138	0	0.394635248	0	0	0	0	0	0	0	0	0.002859676	0	0	0	0	0	0	10.32914867	9.705739369	28.60247648	1.206783151	2.124739055	0	0	0	0	0	0	0	0	0.002859676	0.183019246	15.18487803	0.088649947	0.002859676	4.458234436	0.068632217	0	0	0.926534931	0	0.074351569	0	0	0	0.005719351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074351569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.9621093	1.218221854	0.383196546
17782cec	17782	chen_model	28	xg_cdiff	0.405829	0.262574	-0.149984	-0.01442	0.210006	0.578042	0.059394	0.057463	0.055802	0.059123	17.402516	16.913757	17.920363	3.588971	3.566731	3.611211	3.617507	293	474.5	404.718217	587.869099	18314	0.006159359	0.000279971	0.071000616	0.177669522	0.039139929	0	0	0.023629543	0.066913041	0.068928831	0	0	0	0.002463744	0.045299289	0	0.000503948	0	0	0.003639621	0	0.01461448	0	0	0.019821939	0.05778599	0.003359651	0	0.000391959	0	0.005151464	0	0.014054538	0.017414189	0.022061706	0	0	0	0	5.60E-05	0	0	0.011198835	0.012822666	0	0.011758777	0	0.003919592	0.008063161	0.041659667	0	0.018814043	0	0	0.04115572	0.007671202	0	0	0	0	0.000559942	0	0	0.011478806	0.000615936	0.003191668	0.000447953	0.002127779	0.010918864	0	0	0.002127779	0	0	0	0.004927488	0.003247662	5.60E-05	0.007671202	0.001399854	0	0.003471639	0.001007895	0.003527633	0	0.007559214	0	0	0.00067193	5.60E-05	0	0.000391959	0	0	0.003527633	0.013718573	0.003023686	0	0	0	0	0	0	0.002967691	0.000951901	0.001903802	0.012206731	5.60E-05	0.002799709	0.000391959	0	0.001511843	0.003863598	0.003023686	0.000447953	0.001007895	0.004367546	0	0.000167983	0.003135674	5.60E-05	0.001735819	0	0.003527633	0.004535528	0.001679825	0.004087575	0	0.000783918	0.00201579	0.001903802	0	0.003415645	0	0.00750322	0.000167983	0.002071785	0.000167983	0	0.00307968	0	0	0	0.000279971	0	0.000895907	0.00201579	0.000895907	0	0.000391959	0	0	0.008119156	0	0.00201579	0.000279971	0	0	0	0	0.001735819	0	0	0.00067193	0	0	0	0	0.001231872	0	0	0	0	0	0	0	5.60E-05	0	0.000223977	0	0.000783918	0	0	0.000615936	0	0.001007895	5.60E-05	0	5.60E-05	0	0.240253358	0.005460304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.991481926	7.02195042	25.18838047	1.163044665	1.414218631	0.010920607	0	0	0	0	0	0	0	0	0.600633395	36.45844709	0.049142732	0	5.443922682	0.054603036	0	0.005460304	0.627934913	0	0.065523643	0	0	0	0.005460304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027301518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.67576717	0.748061592	0.202031233
17782n01	17782	chen_model	-1	xg_cdiff	0.313203	-0.115023	-0.17615	-0.062814	0.319728	0.175993	0.077562	0.148194	0.146072	0.150316	6.747893	6.652631	6.845923	2.206601	2.191571	2.221631	2.216975	87	122.0625	101.946191	169.253657	19980	0.086792453	0.134792453	0.207396226	0.242213836	0.109132075	5.03E-05	0.023044025	0.091069182	0.022591195	0.014238994	0	0.000553459	5.03E-05	0.020880503	0.004981132	5.03E-05	0.006893082	0	0	0	0	0.000503145	0	0	0	0	0	0	0.000150943	0	0	0	0	5.03E-05	0.005836478	0	0	0	0	0	0	0	0.020628931	0.000352201	0	0	0	0.00045283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100629	0.000553459	5.03E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00191195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000955975	0	0	0	0	0.000402516	0	0	0	0	0	0	0	0	0	0	0.000301887	0	0	0	0	0	5.03E-05	0	0	0	0	0.000100629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000553459	0	0.001056604	0	0	0	0	0	0	0	0	0	0	0	0	0	5.03E-05	0	0	0	0	5.03E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000754717	0	0.000402516	0	2.076973124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.07051699	20.71467894	14.128422	2.107001652	0.015014264	0	0	0	0	0	0	0.005004755	0	0	8.738301386	0.135128372	2.997847956	0.005004755	0.005004755	0.005004755	0	0	0.030028527	0	0.075071318	0	0	0.005004755	0	0	0	0.005004755	0	0	0	0	0	0	0	0	0	0	0	0	0	13.40773735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.85170912	1.311245683	0.31029478
17782n06	17782	chen_model	-6	xg_cdiff	0.338759	0.356902	0.161606	-0.27079	-0.142433	0.540406	0.09863	0.032289	0.031606	0.032973	30.969884	30.327757	31.639791	3.958262	3.939017	3.977506	3.982548	314	442.4	391.974239	525.435985	19012	0.013065219	0.000322598	0.073337276	0.070702726	0.046991774	0.000107533	0.038389161	0.00263455	0.070541427	0.020054842	5.38E-05	0.055433088	5.38E-05	0.020431206	0.030861874	0	0.000215065	0.000537663	5.38E-05	0.000537663	0	0.003010915	0.043281897	0	0.015215872	0.02360342	0.000806495	0	0.004462606	0.015592236	0.006290661	0.027098231	0.002903382	5.38E-05	0.006344427	0.023926018	0	0	0	0.005914296	0	5.38E-05	0.00322598	0.012420023	0	0.017904188	0	0.000914028	0.004731437	0.0266681	0.006236894	0.003548578	0.013172751	0	0.038335394	0.00102156	0	0	0	0	0.002527018	0	0	0.012420023	0.001182859	0.000483897	0.00059143	0.003871176	0.001236626	0	0.000161299	0.001989354	0.000483897	0	0	0.000698962	0.0266681	0.000161299	0.005484166	0.019087048	0.008011183	0.000483897	0.000322598	0.02037744	0	0.000161299	0.005699231	0.002795849	0.000967794	5.38E-05	0	0.002311952	0	0	0.000161299	0.002258186	0.004408839	0.002903382	0.008763912	5.38E-05	0	0	0.001451691	0.007043389	0.000537663	0.002903382	0.000322598	0.003172214	0.003709877	0.002311952	0	0.006290661	0.000806495	0.00263455	0.000322598	5.38E-05	0.000161299	0	0.00322598	0.002043121	0.001236626	0.001666756	0	0.010376902	0.00161299	0.000107533	0.006183128	0	5.38E-05	0.001881822	0.00849508	0	0.001451691	5.38E-05	0.001182859	0.00322598	0.000537663	0	0	0.00220442	0.008710146	0.001828055	0.000215065	0.000698962	0.00322598	0.000107533	0.001559224	0.000215065	0	0.000107533	0.000322598	0.000537663	0.000268832	0	0.000322598	0.000645196	0.001236626	0.003441045	5.38E-05	0.000107533	0.001505457	0	0	0.000430131	0	5.38E-05	0.000107533	0	0.000483897	0.000376364	0	0	0	0.000430131	0.000376364	0	5.38E-05	5.38E-05	0.001881822	0	0.002473251	0.000752729	0	0.000537663	0	0.000268832	0.000430131	0.00059143	0.000322598	0.000161299	1.998737639	0.262991795	0.615400799	0	0	0	0	0	0	0	0	0	0	0	0	0	5.154639175	7.253313697	31.48011782	2.898169577	0.720597517	0	0.021039344	0	0	0	0	0	0	0	1.341258153	33.84178414	3.781822007	0.010519672	2.871870398	0.094677046	0	0	0.47338523	0	0.078897538	0	0	0	0.026299179	0	0	0	0	0	0.021039344	0.005259836	0	0	0	0	0	0	0	0	0	0.031559015	0	0	0	0	0.005259836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.669471912	0.268251631	0.073637703
17782n08	17782	chen_model	-8	xg_cdiff	0.163945	0.436026	0.297636	0.020081	-0.395493	0.49393	0.057023	0.055672	0.054391	0.056953	17.962288	17.558282	18.385323	3.512059	3.491089	3.533029	3.538617	315	403.2	367.971981	461.85575	20029	0.075808763	0.000255938	0.030814906	0.020321458	0.148955774	5.12E-05	0.018273956	0.012285012	0.054002867	0.036752662	0	0.055538493	0.000153563	0.070536446	0.015305078	0.000102375	0.000870188	0.099764537	0	0.001023751	0.000102375	0.023699836	0.031019656	0	0.000819001	0.002610565	0.005630631	0	0.033271908	0.013769451	0.005784193	0.023853399	0.014127764	0	0.006091319	0.016277641	0	0	0	0.022727273	0	0.03470516	0.005681818	0.006193694	5.12E-05	0.003071253	0	0.000358313	0.002047502	0.000102375	0.008190008	0.0004095	0.013155201	0	0.000614251	0.000102375	0	0	0	0	0.005118755	0	0	0.001945127	0.003224816	0.000153563	0	0.001023751	0.000153563	0	0.000511876	0.000307125	0.001074939	0	0	5.12E-05	0.004658067	0.001996314	0.000972563	0.002815315	0.002405815	0.000972563	0.00020475	0.000870188	0.000153563	0.000358313	0.001996314	0.002661753	0.000358313	5.12E-05	0	0.000460688	0	0	0	0.000307125	0.001638002	0.001126126	0.002405815	5.12E-05	0	0	0.00020475	0.001382064	0	0.0004095	0	0.008804259	0.000716626	0.000767813	0	0.000460688	0.000665438	0.001279689	0.000255938	5.12E-05	0	0	0.000716626	0.0004095	0.004965192	0.000511876	0	0.001382064	0.000511876	0.000102375	0.000972563	0	5.12E-05	0.000972563	0.000767813	0	0	5.12E-05	0.000102375	0.000511876	0	0.000102375	0	0.000255938	0.000511876	0.003224816	0.000307125	0	0.002815315	0	0.000102375	5.12E-05	0	0	5.12E-05	0.000767813	0	0	0.000102375	0.000358313	0.00020475	0.000102375	5.12E-05	0.000358313	0.000460688	0	0	0.000153563	0	0.00250819	0	0	0	0.000819001	0	0	0	0	0.001484439	0	0.000153563	5.12E-05	0.000665438	0	0.000358313	0.001023751	0	0.000153563	0	5.12E-05	0	0	0.0004095	0	6.895002247	0.629087823	0.818812722	0	0	0	0	0	0	0	0	0	0	0	0	0	16.34130511	3.020620101	29.69693944	4.508462729	4.638274502	0	0.044934844	0	0	0	0	0	0	0	20.58515153	6.460632083	1.90723451	0.00499276	1.557741275	0.079884168	0.009985521	0	0.674022667	0.00499276	0.044934844	0	0	0	0.014978281	0.019971042	0.009985521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024963802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.847321384	0.134804533	0.024963802
17782p00	17782	chen_model	0	xg_cdiff	-0.115728	-0.269107	0.128535	0.265276	0.396726	-0.40119	0.042431	0.428505	0.421414	0.435597	2.333693	2.295702	2.372961	1.297059	1.278233	1.315886	1.30439	55	72.272727	60.893274	105.625021	19358	0.079388125	0.625460202	0.006170599	0.170391496	0.018408089	0	0.003059373	0.008141042	0.001763028	0.002281566	0	0	0	0.002696396	0.000622245	5.19E-05	0.06886181	0	0	0	0	0	0	0	0	0.000103708	0	0	0	5.19E-05	0	0	0	0.002177858	0.001814882	5.19E-05	0	0	0	0	0	0	0.000466684	0	0	0	0	0.000622245	0	0	0	0	0	0	5.19E-05	0	0	0	0	0	0	0	0	0.000155561	0.000362976	0	0	5.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005029816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.19E-05	0.000207415	0	0	0	0	0	0	0	0	0.000103708	0	0.000103708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001192637	0	0.000103708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268622792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.911354479	0.625064573	1.472259531	0.051658229	0	0	0	0	0	0	0	0	0	0	7.924372353	0.392602542	7.366463478	0	0.005165823	0.005165823	0	0	0.020663292	0.005165823	0	0	0	0	0	0	0.005165823	0	0	0	0	0	0.010331646	0	0	0	0	0	0	0	0	62.31015601	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010331646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.89007129	1.203636739	0.521748114
17782p01	17782	chen_model	1	xg_cdiff	0.210011	-0.266818	-0.201168	-0.099233	0.345009	0.011266	0.07954	0.193419	0.190996	0.195842	5.170131	5.106163	5.235721	1.967808	1.952554	1.983062	1.973644	65	128.25	85.661038	258.628341	22682	0.12654977	0.168614949	0.295208998	0.240524265	0.001328374	0.004693588	0.000619908	4.43E-05	4.43E-05	0	0.000132837	0	0	0.024264966	0.007438895	0	0.016294722	0	0	0.000132837	0	0	0	0	4.43E-05	0.003630889	0.000177117	0	0	0	0	0	0	0.066950053	0	0	4.43E-05	0	0	4.43E-05	0	0	0	0	0	0	0	0.011335459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000841304	0.001638328	0.003276656	0	0.005357775	4.43E-05	0	0	0	0	0	0	0	4.43E-05	0	0	0	0	0	0.001416932	0	0	0	0	0	0	0	0	0	0	0	4.43E-05	0	0	0	0	0.002966702	0	0	0	0	0.002169678	0	0	0	0	0	0	0	0	0	0	0.007394616	0	0	0	0	0	0	0	0	0.002833865	0	0.00305526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000575629	0	0.000221396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42042148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171942509	29.62701702	0.745084208	0.017635129	0	0	0	0	0	0	0	0	0	0	12.91332334	9.22317256	1.688563619	0.462922141	0.974340887	0	0	0	0.753901772	0	0	0	0	0	0.004408782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.78864298	0	0	0	0	0	0.004408782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.81103959	1.208006349	0.185168856
17782p04	17782	chen_model	4	xg_cdiff	0.454722	-0.023977	-0.170388	-0.251954	0.305986	0.319586	0.049947	0.13528	0.132902	0.137657	7.392091	7.264423	7.524328	2.560735	2.542862	2.578608	2.571996	148	185.84	165.867379	228.138537	25209	0.011512172	0.008873966	0.258943918	0.205140504	0.060998521	4.00E-05	0.013071112	0.033577168	0.04141184	0.11927889	0	0	0	0.045329176	0.024543311	4.00E-05	0.003797418	4.00E-05	0	0.000159891	4.00E-05	0.000439701	0	0	0.042131351	0.004596874	0.001119239	0	0	4.00E-05	0	0	0.000759484	0.003077907	0.046208578	0	0	0	0	0	0	0	0.003597554	7.99E-05	0	0.007075189	0	0.017148339	0	0	7.99E-05	0	0	0	0	7.99E-05	0	0	0	0	0.000959348	0	0	0.001319103	0.002518288	0.001638886	0	0.006035896	0.00255826	0	0	0.000119918	0	0	0	0.00155894	4.00E-05	0	0	0	0	0.000599592	0.001359076	0	0	0.002758124	0	0	0	0	0	4.00E-05	0	0	0.000879402	0	7.99E-05	0	4.00E-05	0.000119918	0	0	0	0.000199864	0.000519647	7.99E-05	0.000359755	0	0.000119918	0.000839429	0	0.000719511	0	0.000239837	0.002878043	0.002997961	4.00E-05	0	0	0.000159891	0	0.001758804	0	0.000239837	0.001319103	0.000159891	0.000599592	0	0.000199864	0	4.00E-05	4.00E-05	0.003317744	0	0	0	0	0	0	0.001119239	0	0	0	0	0	0.000399728	0	0.000959348	0	0.000199864	0	0	0.003437662	0	0	0	0	0	0	0	0	0	0	0.000159891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00E-05	0	0.000119918	0	0	0	0	0	0.000639565	0	0.000239837	0	4.510293943	0	0.007933674	0	0	0	0	0	0	0	0	0	0	0	0	0	6.112896188	25.77650839	26.47467174	0.396683724	0.075369908	0	0	0.027767861	0	0	0	0	0	0	1.158316474	9.817922171	1.697806339	0.003966837	1.515331826	0.309413305	0.003966837	0	0.479987306	0	0.067436233	0	0	0	0	0	0	0.003966837	0	0	0	0	0	0	0	0	0	0	0	0	0	0.880637867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.36609941	1.059145543	0.253877583
17782p07	17782	chen_model	7	xg_cdiff	0.457577	0.133982	-0.215636	-0.081918	0.297248	0.450474	0.041117	0.123455	0.120998	0.125912	8.100115	7.942026	8.264627	2.783783	2.762861	2.804704	2.800152	197	280.785714	242.077027	352.734448	23161	0.006292881	0.002927938	0.153563781	0.265568326	0.103701438	0.000131102	8.74E-05	0.027749858	0.070926015	0.113271861	0	8.74E-05	4.37E-05	0.011143644	0.020801468	0	0.001660621	0	0	8.74E-05	0	0.016955819	0	0	0.013809378	0.006336582	0.004588559	0	0	0	0	4.37E-05	0.013066469	0.004238955	0.026132937	4.37E-05	0	0	8.74E-05	0	0	0	0.006292881	0.009570423	0	0.016038107	0	0.016038107	0.004938164	0.000524407	0	0.000830311	0	0	0	0.000655508	0	0	0	0	0.00074291	0	0	0.002228729	0.001442119	0.001966525	0.000393305	0.003233842	0.003496045	0	0	0.000830311	0	0	0	0.002185028	0.001092514	0	0.000437006	0.001223616	0	0.00152952	0.000874011	4.37E-05	0	0.011580649	0	0	0.001354717	0	0	0	0	0	0.002185028	0.000393305	4.37E-05	0	0	0	0	0	0	0.000218503	8.74E-05	0.000611808	0.001005113	0	0.002228729	0.001005113	0	0.003627147	0.000524407	0.000218503	0.001354717	0.007560198	4.37E-05	0	0	0.001179915	0	0.002578333	0	0.001311017	0.00074291	0.000218503	0.001704322	0	0.002796836	0.000437006	0.000393305	0	0.002884237	0	0.000524407	0	0	0	0	0.001092514	0	0	0	0.000131102	0	0.000568107	0.000262203	0.001922825	0	0.000655508	0	0	0.004282655	0	8.74E-05	0	0	0	0	0	0	0	0	0.000437006	0	0	0	0	0.000305904	0	0	0	0	0	0	0	0	8.74E-05	0	0	8.74E-05	0	0	0.000349605	0	4.37E-05	0.00078661	0	0.000131102	0	1.109623937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.37951729	15.22818531	28.4573205	0.639005224	1.29528086	0	0	0	0	0	0	0	0	0	0.634687621	10.87172402	0.172704115	0.012952809	2.979145978	0.159751306	0	0	1.018954277	0	0.133845689	0	0	0	0.012952809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289279392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.95574457	1.360044903	0.289279392
