seqID	sampleID	patientID	experiment	Time	group	group2	pcoa03_axis1	pcoa03_axis2	pcoa03_axis3	nmds03_axis1	nmds03_axis2	nmds03_axis3	simpsoneven_03	simpson_03	simpson_lci_03	simpson_hci_03	invsimpson_03	invsimpson_lci_03	invsimpson_hci_03	shannon_03	shannon_lci_03	shannon_hci_03	npshannon_03	sobs_03	chao_03	chao_lci_03	chao_hci_03	nseqs	Otu0001	Otu0002	Otu0003	Otu0004	Otu0005	Otu0006	Otu0007	Otu0008	Otu0009	Otu0010	Otu0011	Otu0012	Otu0013	Otu0014	Otu0015	Otu0016	Otu0017	Otu0018	Otu0019	Otu0020	Otu0021	Otu0022	Otu0023	Otu0024	Otu0025	Otu0026	Otu0027	Otu0028	Otu0029	Otu0030	Otu0031	Otu0032	Otu0033	Otu0034	Otu0035	Otu0036	Otu0037	Otu0038	Otu0039	Otu0040	Otu0041	Otu0042	Otu0043	Otu0044	Otu0045	Otu0046	Otu0047	Otu0048	Otu0049	Otu0050	Otu0051	Otu0052	Otu0053	Otu0054	Otu0055	Otu0056	Otu0057	Otu0058	Otu0059	Otu0060	Otu0061	Otu0062	Otu0063	Otu0064	Otu0065	Otu0066	Otu0067	Otu0068	Otu0069	Otu0070	Otu0071	Otu0072	Otu0073	Otu0074	Otu0075	Otu0076	Otu0077	Otu0078	Otu0079	Otu0080	Otu0081	Otu0082	Otu0083	Otu0084	Otu0085	Otu0086	Otu0087	Otu0088	Otu0089	Otu0090	Otu0091	Otu0092	Otu0093	Otu0094	Otu0095	Otu0096	Otu0097	Otu0098	Otu0099	Otu0100	Otu0101	Otu0102	Otu0103	Otu0104	Otu0105	Otu0106	Otu0107	Otu0108	Otu0109	Otu0110	Otu0111	Otu0112	Otu0113	Otu0114	Otu0115	Otu0116	Otu0117	Otu0118	Otu0119	Otu0120	Otu0121	Otu0122	Otu0123	Otu0124	Otu0125	Otu0126	Otu0127	Otu0128	Otu0129	Otu0130	Otu0131	Otu0132	Otu0133	Otu0134	Otu0135	Otu0136	Otu0137	Otu0138	Otu0139	Otu0140	Otu0141	Otu0142	Otu0143	Otu0144	Otu0145	Otu0146	Otu0147	Otu0148	Otu0149	Otu0150	Otu0151	Otu0152	Otu0153	Otu0154	Otu0155	Otu0156	Otu0157	Otu0158	Otu0159	Otu0160	Otu0161	Otu0162	Otu0163	Otu0164	Otu0165	Otu0166	Otu0167	Otu0168	Otu0169	Otu0170	Otu0171	Otu0172	Otu0173	Otu0174	Otu0175	Otu0176	Otu0177	Otu0178	Otu0179	Otu0180	Otu0181	Otu0182	Otu0183	Otu0184	Otu0185	Otu0186	Otu0187	Otu0188	Otu0189	Otu0190
17791n06	17791n06	17791	chen_model	-6	std	std	0.026575	0.326497	0.234632	-0.183966	-0.517538	0.227665	0.061352	0.040953	0.039989	0.041917	24.418282	23.856611	25.007037	3.982291	3.963303	4.001279	4.002972	398	596.243902	521.35778	716.590727	26836	3261	10	1110	105	12	1	342	550	958	1049	1	2486	29	6	272	0	5	1904	0	63	0	126	656	0	84	251	288	0	1155	125	72	90	883	15	304	591	0	0	0	484	0	655	230	90	0	262	0	29	2	202	218	23	89	0	18	34	0	0	0	0	430	0	0	103	43	24	80	47	55	0	7	229	53	429	21	96	354	17	27	206	103	50	2	182	5	106	421	233	75	3	0	121	0	0	15	57	154	134	78	5	0	0	39	75	0	42	4	124	127	135	0	161	52	141	2	7	13	0	169	16	158	52	28	1	16	7	19	0	43	28	50	0	10	12	18	5	24	70	0	13	102	47	3	7	3	0	53	0	0	5	67	89	1	13	31	44	41	0	0	17	64	0	14	13	0	66	6	0	3	20	0	0	0	4	28	0	68	5	13	0	4	20	0	5	0	34	4	1	0	20
17791n08	17791n08	17791	chen_model	-8	std	std	0.139475	0.391152	0.269181	-0.264152	-0.473033	0.331581	0.067153	0.051527	0.050428	0.052626	19.407205	19.00193	19.830143	3.515976	3.495619	3.536332	3.540764	289	421.027778	366.723129	513.274734	19118	1324	9	764	440	179	1	2402	394	1316	934	0	1754	5	281	293	0	3	1285	0	15	0	361	935	0	22	6	106	0	621	170	13	228	275	0	194	290	0	0	0	686	0	516	175	140	0	57	0	2	333	26	185	9	109	0	5	1	0	0	0	0	132	0	0	20	37	3	3	10	1	0	5	32	29	403	3	4	43	85	5	14	15	21	0	12	0	9	45	77	11	0	0	14	0	0	0	13	7	43	112	4	0	0	27	11	4	3	1	59	27	3	0	14	7	30	4	5	4	0	14	0	68	3	17	5	0	2	5	0	7	14	3	0	0	9	4	3	6	2	0	0	2	25	0	5	12	0	9	0	0	0	6	43	2	0	0	3	0	0	0	1	5	0	1	1	0	45	0	0	0	30	0	0	0	2	36	0	5	0	1	0	0	24	0	3	0	1	1	0	1	1
17791p00	17791p00	17791	chen_model	0	std	std	-0.482575	-0.086741	0.012456	0.339062	-0.046518	-0.376928	0.038939	0.484551	0.482468	0.486634	2.063766	2.054932	2.072677	0.818843	0.808569	0.829117	0.826552	53	99.428571	69.912302	180.458241	23869	12804	10587	6	36	3	1	177	6	12	7	0	14	1	1	4	0	0	0	0	0	5	1	5	0	0	0	0	0	3	1	0	1	0	0	2	1	1	0	0	3	0	120	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17791p01	17791p01	17791	chen_model	1	std	std	-0.162978	-0.108587	-0.155129	0.344396	0.249942	-0.130352	0.089397	0.254229	0.252159	0.256299	3.933466	3.901697	3.965756	1.498166	1.486638	1.509694	1.505493	44	94.6	61.029349	194.349848	18444	4592	5815	2	5080	0	2392	86	1	1	0	0	0	0	3	1	0	201	0	0	0	0	0	0	0	6	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
17791p04	17791p04	17791	chen_model	4	std	std	0.052975	0.042507	-0.226041	0.34413	0.291716	0.163542	0.079799	0.171664	0.168647	0.174681	5.82534	5.724735	5.929544	2.08676	2.068685	2.104835	2.099144	73	129.1	96.034649	209.629387	14936	2355	2435	21	4458	153	59	2030	0	0	0	2	0	1	1495	0	0	128	0	0	81	0	0	0	0	468	5	298	1	0	0	0	0	0	6	0	0	0	0	0	0	0	71	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	10	0	431	0	0	0	1	0	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
17791p07	17791p07	17791	chen_model	7	std	std	0.18012	0.191615	-0.308165	0.340885	0.277855	0.35117	0.048355	0.237707	0.233299	0.242114	4.206868	4.13028	4.286349	1.936352	1.918977	1.953728	1.94495	87	145.666667	110.603409	232.816979	23117	2922	912	3	9971	2950	3	2445	3	0	0	0	0	0	1770	0	1	71	0	0	110	1	0	0	0	195	382	169	0	0	0	0	0	0	23	0	0	0	0	0	0	0	409	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	127	28	0	44	42	0	0	14	0	0	0	0	15	0	103	0	0	0	74	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	38	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	5	0
17792cec	17792cec	17792	chen_model	28	std	std	0.308679	0.256913	-0.256176	0.271641	0.278937	0.497009	0.065967	0.116609	0.112686	0.120531	8.575701	8.296631	8.8742	2.985077	2.9616	3.008554	3.0008	130	229	177.972895	334.302866	15688	378	233	1	4770	1442	99	902	0	0	0	0	0	1	313	0	0	7	0	0	469	0	0	0	0	417	747	235	0	0	0	1	0	0	230	0	1	0	0	0	0	0	106	0	0	0	296	0	12	0	786	0	379	1	0	0	28	0	0	0	0	0	0	0	134	10	72	0	100	168	0	0	191	0	0	0	178	74	0	121	0	0	493	212	0	0	138	0	0	0	0	0	0	0	0	0	395	43	0	0	0	0	0	0	103	0	0	0	0	0	155	1	0	0	346	0	0	0	0	143	0	0	0	0	104	0	140	0	0	0	48	0	0	0	0	0	0	100	0	0	13	0	0	0	0	0	29	0	6	0	21	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0
17792n06	17792n06	17792	chen_model	-6	std	std	0.005215	0.345029	0.223317	-0.127467	-0.502442	0.229026	0.05511	0.059689	0.058321	0.061057	16.753503	16.378261	17.146343	3.533146	3.51184	3.554451	3.554072	304	397.238095	358.233801	464.293806	21589	3185	11	912	172	53	0	1269	326	985	841	1	2662	16	154	447	0	4	1549	0	10	0	436	1326	0	56	128	102	0	271	186	119	248	256	12	265	524	0	0	0	701	0	577	145	135	0	90	0	8	3	158	103	93	91	0	12	14	0	0	0	0	125	0	0	12	27	18	22	18	14	0	2	74	47	332	4	23	63	28	19	12	28	22	1	37	0	77	43	59	17	0	0	10	0	0	0	22	52	29	67	0	0	0	0	40	2	21	1	175	38	26	0	48	29	56	8	6	0	0	59	0	71	14	20	1	5	12	7	0	35	11	7	0	4	5	12	15	14	13	0	6	1	23	2	7	2	1	19	0	0	2	0	30	5	1	3	34	5	1	0	3	13	0	3	12	0	54	4	0	3	9	0	0	0	3	22	0	6	2	6	0	6	12	0	5	0	8	1	15	0	3
17792n08	17792n08	17792	chen_model	-8	std	std	0.041096	0.374329	0.260932	-0.163708	-0.530571	0.262764	0.057258	0.054921	0.053697	0.056145	18.207984	17.811178	18.622874	3.552178	3.529753	3.574604	3.580756	318	493.526316	424.900965	606.205887	18514	2105	12	577	146	129	3	2142	206	976	691	1	1607	4	711	228	2	8	1658	0	1	0	287	765	0	30	77	91	0	570	159	59	197	279	2	208	327	1	1	0	559	0	381	195	112	0	50	0	3	221	95	126	44	46	0	4	4	0	0	0	0	50	0	0	31	34	4	1	49	1	0	3	31	14	369	3	25	61	32	19	15	21	22	2	91	0	32	37	25	6	0	0	8	0	0	2	15	29	36	78	2	0	0	6	26	7	14	1	61	24	21	0	61	20	33	10	4	0	0	35	0	42	15	2	3	4	4	7	0	9	12	3	0	3	5	16	7	10	1	0	7	17	17	2	7	5	1	11	0	0	0	0	27	6	7	7	20	4	1	0	24	9	0	1	3	0	36	0	0	4	16	0	0	0	2	46	0	4	0	5	0	1	14	0	2	0	0	0	15	1	7
17792p00	17792p00	17792	chen_model	0	std	std	-0.324318	-0.073666	-0.172713	0.349161	0.079263	-0.200774	0.082124	0.329101	0.326593	0.331609	3.038579	3.015598	3.061914	1.23768	1.227486	1.247874	1.242964	37	79.75	50.189612	175.560752	22742	9580	7119	3	5250	0	0	259	1	0	0	0	1	0	0	2	0	368	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
17792p04	17792p04	17792	chen_model	4	std	std	-0.198825	0.099817	-0.255337	0.409774	0.043255	0.049579	0.062303	0.243192	0.240682	0.245703	4.11197	4.069955	4.154863	1.701805	1.68825	1.715359	1.707475	66	120.166667	85.355628	217.585251	27550	9733	2994	5	7244	37	86	5271	0	0	0	2	0	0	42	0	0	324	0	1	86	1	0	0	0	52	0	181	1	0	0	0	0	0	57	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	557	33	0	200	16	0	0	1	0	0	0	0	0	0	42	0	0	0	363	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	26	0	1	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
17792p07	17792p07	17792	chen_model	7	std	std	0.162249	0.147533	-0.337314	0.363994	0.332632	0.314711	0.037517	0.289722	0.284205	0.29524	3.451584	3.38708	3.518592	1.87683	1.85719	1.89647	1.886145	92	140.461538	112.750971	205.176422	23367	2919	1157	6	11738	1201	8	2784	0	0	0	1	2	0	876	0	1	32	0	0	376	0	0	0	0	106	283	98	1	0	0	0	0	0	66	0	0	1	0	0	0	1	498	0	0	0	37	1	0	0	1	0	84	0	0	0	0	0	0	0	0	0	0	0	14	135	45	0	77	23	0	0	53	0	0	0	12	0	0	90	0	0	0	73	0	0	79	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	224	0	0	0	7	0	0	0	0	54	1	0	0	0	0	0	27	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	17	0	10	1	15	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	2	0
17793n06	17793n06	17783	chen_model	-6	std	std	0.375646	0.379146	0.096078	-0.153859	-0.082448	0.552607	0.069149	0.040508	0.039745	0.041272	24.686274	24.229738	25.160345	3.781685	3.764607	3.798763	3.805026	357	579.466667	498.584124	706.554853	26738	566	5	1857	2782	1987	0	1331	120	1715	611	0	1245	1	781	930	2	8	32	0	3	0	130	1296	0	278	572	53	0	45	428	166	950	106	0	190	634	0	0	0	308	1	1	100	428	0	261	0	42	116	307	244	75	372	0	136	14	0	0	0	0	38	0	0	324	26	3	6	103	17	0	7	21	25	0	0	6	610	11	98	165	243	13	26	237	0	13	105	113	35	1	0	62	0	0	2	24	112	161	332	2	0	0	61	183	15	37	0	47	18	20	0	61	10	29	7	0	3	0	19	21	67	9	0	253	83	0	202	0	0	45	139	0	22	2	7	20	6	0	0	84	108	37	9	4	78	7	23	12	1	0	1	18	0	0	4	8	17	6	1	0	15	0	0	14	0	1	0	0	12	31	0	0	0	11	13	0	2	1	42	0	15	34	0	4	0	0	0	3	7	0
17801cec	17801cec	17801	chen_model	28	std	std	0.292268	-0.045622	0.06661	-0.588019	0.099133	0.243764	0.070603	0.090793	0.088314	0.093271	11.014126	10.721412	11.323271	3.161054	3.137527	3.184581	3.177267	156	278	216.430686	402.29871	16356	132	3	3337	298	346	0	1	2848	1	0	1	0	0	44	1343	0	8	28	0	311	0	1189	0	0	159	588	235	0	0	0	0	1	0	202	0	0	0	0	0	0	0	11	0	0	0	181	0	55	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	160	8	42	54	112	97	0	0	374	541	0	0	142	0	0	24	14	1	333	4	0	0	0	0	0	118	8	0	0	0	0	23	0	149	59	0	1	0	0	208	131	25	221	0	0	46	88	0	0	17	24	0	18	0	0	281	74	0	0	0	0	56	127	89	0	60	77	0	0	0	0	0	0	150	0	0	0	0	0	0	76	0	0	0	3	0	4	0	0	168	0	0	38	0	57	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0
17801n06	17801n06	17801	chen_model	-6	std	std	0.101459	0.418693	0.271785	-0.012863	-0.432589	0.396296	0.057223	0.051098	0.049977	0.052219	19.570115	19.15002	20.009054	3.701085	3.68001	3.722161	3.722662	342	473.325	420.541449	561.581583	22383	2509	8	720	286	2567	2	7	191	1251	504	0	2083	11	1562	487	3	5	15	0	6	0	872	814	0	38	134	196	0	639	385	31	436	364	4	165	440	1	0	0	387	0	16	119	138	0	222	0	13	0	154	226	92	251	10	3	40	0	0	0	0	172	0	0	59	72	15	16	7	27	0	1	15	32	95	21	40	243	33	50	32	75	60	1	94	2	1	230	47	43	3	0	55	0	0	1	22	92	56	58	3	0	0	0	78	1	36	0	135	86	20	0	72	74	35	12	2	0	0	67	7	129	41	21	8	10	1	35	7	8	16	30	0	4	4	16	8	27	16	1	9	7	63	10	8	13	2	14	0	0	0	0	23	22	3	7	22	15	4	25	24	20	0	4	21	0	51	1	0	4	29	0	0	0	9	6	0	8	9	15	0	10	27	0	1	0	4	0	8	6	1
17801n08	17801n08	17801	chen_model	-8	std	std	0.225642	0.431343	0.287738	0.120947	-0.315025	0.606684	0.041885	0.083478	0.081127	0.08583	11.979158	11.650971	12.326369	3.333736	3.312847	3.354624	3.354503	286	359.1	328.392701	412.050237	23378	526	4	400	998	5668	1	15	322	1174	465	0	1682	7	1098	580	1	2	1424	0	12	0	1374	594	0	26	26	225	0	325	349	17	646	289	0	170	295	0	0	0	439	0	350	103	175	0	79	0	5	1	5	164	18	402	12	11	2	0	0	0	0	68	0	0	20	55	0	13	13	2	0	3	3	9	102	1	0	172	385	12	7	76	24	7	63	0	0	123	57	21	2	0	37	0	0	1	2	35	47	70	0	0	0	0	70	1	47	0	39	13	4	1	78	11	3	6	0	0	0	1	6	119	14	0	16	12	0	12	1	0	6	34	0	5	2	2	0	2	2	0	1	6	80	3	0	122	2	1	5	0	0	0	30	2	2	0	11	5	0	17	0	0	0	5	6	0	50	0	0	4	19	0	0	0	5	13	0	4	1	14	0	6	28	0	2	0	0	0	8	17	0
17801p00	17801p00	17801	chen_model	0	std	std	0.052475	-0.401687	0.009899	-0.060023	0.326485	-0.236527	0.069171	0.225889	0.22306	0.228719	4.426944	4.372176	4.483102	1.749845	1.737318	1.762372	1.757485	64	93.076923	75.451725	137.828831	24424	3157	8366	6617	2656	308	0	22	1602	0	5	0	2	10	1102	1	0	300	52	0	0	0	35	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	28	0	1	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	32	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	14	2	0	0	0	31	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
17801p01	17801p01	17801	chen_model	1	std	std	0.115476	-0.281513	-0.199563	-0.05563	0.305308	-0.04537	0.091714	0.231987	0.230272	0.233703	4.310578	4.278937	4.342692	1.613192	1.602738	1.623646	1.618836	47	86.428571	61.002219	158.026132	25724	4760	5341	7900	6279	7	238	9	33	0	1	0	0	0	611	0	1	260	21	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17801p04	17801p04	17801	chen_model	4	std	std	0.384293	-0.173328	-0.217735	-0.249512	0.377155	0.16551	0.051084	0.225006	0.22159	0.228421	4.444333	4.377883	4.51283	1.931633	1.916111	1.947155	1.940123	87	161	117.689909	265.429987	25715	1014	1076	9496	6862	1448	11	57	1955	0	1	1	0	0	1119	1406	0	115	23	0	3	0	9	0	1	83	0	13	0	0	0	0	0	0	40	0	0	0	0	0	0	0	13	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	229	2	0	336	0	0	0	0	0	0	1	0	0	0	1	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0
17801p07	17801p07	17801	chen_model	7	std	std	0.359137	-0.215151	-0.118636	-0.41242	0.357938	0.114052	0.037665	0.288582	0.283058	0.294107	3.465216	3.400122	3.53285	1.781102	1.760751	1.801454	1.793268	92	123.166667	105.349296	164.76497	19198	304	135	9308	3307	712	2	191	2626	1	0	0	1	0	146	446	0	43	426	0	32	2	898	0	0	3	5	58	0	0	0	0	0	0	28	0	0	0	0	0	0	0	128	0	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	117	3	2	21	4	0	0	0	0	0	0	0	0	0	2	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	17	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0
17802cec	17802cec	17802	chen_model	28	std	std	0.272559	-0.0882	0.059059	-0.596865	0.12372	0.200501	0.060655	0.123959	0.120736	0.127182	8.06718	7.862748	8.282526	2.855271	2.829589	2.880952	2.868902	133	215.5	170.20956	315.916702	15219	247	3	3749	105	253	0	8	3261	0	0	0	0	1	48	1066	0	14	22	0	175	0	1147	0	0	166	749	219	3	0	0	0	0	0	353	0	0	0	0	0	0	0	15	0	1	0	166	0	67	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	31	6	29	30	55	91	0	0	119	585	0	0	119	0	0	18	8	0	243	10	0	0	0	0	0	98	4	0	0	0	0	19	9	76	117	0	1	0	0	9	74	1	180	0	0	77	91	0	0	0	27	0	6	0	0	28	29	0	0	0	0	37	65	63	0	73	35	0	0	0	0	0	0	109	0	0	0	0	0	0	2	0	1	0	1	0	9	0	0	63	0	0	103	0	33	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	1	167	1	0
17802n01	17802n01	17802	chen_model	-1	std	std	0.258607	-0.093813	-0.313852	-0.023316	0.339668	0.167678	0.074277	0.197986	0.195531	0.200441	5.050856	4.988998	5.114268	1.897379	1.884635	1.910124	1.904263	68	99.5	80.35051	148.340813	25886	3623	1938	6133	8143	1051	2	62	3124	0	62	0	1	1	970	1	1	97	135	0	0	0	62	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	2	0
17802n08	17802n08	17802	chen_model	-8	std	std	0.211045	0.441266	0.302379	0.089462	-0.353236	0.589352	0.063523	0.070911	0.068009	0.073813	14.10216	13.547738	14.703896	3.38598	3.352745	3.419215	3.427492	222	400.043478	321.645697	540.121918	8550	236	4	135	300	1686	0	5	122	397	162	1	581	2	652	137	0	2	830	2	5	0	491	200	0	4	19	69	0	115	152	19	174	73	0	44	131	0	0	1	191	0	199	44	60	2	40	0	5	7	1	78	1	127	7	1	0	0	0	0	0	24	0	0	15	16	0	1	6	3	0	2	1	1	59	1	1	53	117	6	4	33	12	6	9	3	0	40	22	4	0	0	13	1	0	0	1	26	10	21	1	0	0	1	22	0	18	0	5	10	2	0	26	5	0	1	0	2	0	1	0	22	6	1	4	0	0	10	0	0	10	10	0	1	1	0	3	3	0	0	1	0	30	3	1	45	1	0	4	0	0	0	13	0	0	4	5	4	0	5	0	1	0	0	2	0	8	0	0	0	5	0	0	0	0	4	0	2	0	5	0	3	19	0	1	0	0	0	4	0	0
17802p00	17802p00	17802	chen_model	0	std	std	0.063158	-0.359461	-0.053404	0.061525	0.39314	-0.190639	0.069262	0.244711	0.241575	0.247848	4.086445	4.034727	4.139505	1.654731	1.641749	1.667714	1.662139	59	98	73.766318	162.004687	22663	2446	8706	4414	4706	147	2	35	1460	0	10	1	0	0	111	0	1	348	23	0	0	2	53	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	16	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
